"lfdn","duration","participant_device","v_99","v_101","v_100","v_11","v_12","v_13","v_14","v_15","v_16","v_103","v_104","v_105","v_106","v_107","v_108","v_109","v_110","v_111","v_113","v_114","v_126","v_112","v_115","v_116","v_117","v_118","v_119","v_120","v_121","v_122","v_123","v_124","v_127","v_133","v_65","v_18","v_19","v_20","v_21","v_22","v_23","v_24","v_25","v_26","v_27","v_28","v_29","v_66","v_67","v_68","v_69","v_70","v_71","v_37","v_38","v_39","v_40","v_41","v_42","v_43","v_72","v_45","v_81","v_82","v_83","v_84","v_85","v_86","v_87","v_88","v_89","v_90","v_91","v_92","v_93","v_94","v_95","v_62","v_63","v_60","v_61"
2898,410,1,1,4,7,1,1,1,1,1,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,2,1,4,5,2,3,4,5,3,4,4,3,3,3,3,2,3,1,2,2,2,1,1,2,3,3,3,3,3,1,3,2,6,NA,9,NA
2899,611,1,2,4,10,1,2,1,2,2,1,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,4,4,2,4,4,4,3,3,4,3,3,2,3,3,2,2,2,2,2,1,1,1,2,2,2,3,2,1,2,1,4,NA,4,NA
2900,395,0,1,3,10,1,2,1,1,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,2,1,5,3,2,4,4,3,2,3,3,1,1,3,2,1,3,2,2,2,1,1,1,1,2,2,3,4,3,3,4,3,6,NA,1,NA
2901,461,0,2,3,11,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,3,4,4,3,3,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,NA,9,NA
2902,496,0,2,5,10,1,1,1,1,2,5,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,5,5,3,2,2,3,3,3,3,3,3,1,1,1,2,2,1,1,2,2,3,2,2,2,NA,2,4,NA,4,NA
2903,390,0,2,5,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,0,NA,NA,2,NA,1,"ich lade keine Apps von irgendwelchen mir unbekannten Quellen herunter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,1,2,1,2,2,2,2,2,1,2,1,2,2,3,3,3,3,3,2,2,2,2,2,2,2,1,3,1,2,2,2,2,1,1,4,4,4,4,4,4,4,3,6,NA,9,NA
2904,441,0,2,4,2,1,2,1,2,1,2,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1,"Ich möchte diese Daten nicht preisgeben",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,2,1,1,2,2,2,2,3,4,2,1,NA,4,3,2,3,2,1,3,2,2,3,2,2,2,2,1,1,1,3,3,4,1,1,3,4,3,4,NA,7,NA
2906,636,1,2,6,10,1,2,1,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,1,1,1,2,NA,1,1,1,1,1,1,2,2,1,2,2,1,1,5,5,1,1,5,5,4,4,4,4,4,2,3,3,2,2,2,2,2,1,1,1,1,1,1,1,3,4,4,2,6,NA,7,NA
2907,457,0,1,3,10,1,2,1,2,2,2,NA,NA,0,NA,NA,NA,NA,NA,2,NA,1,"zu unsicher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,4,5,3,3,3,1,2,3,2,1,2,2,2,2,2,1,1,2,2,4,4,1,1,1,1,1,5,NA,5,NA
2908,375,0,1,5,6,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,4,NA,5,NA
2909,369,2,2,3,10,1,2,1,1,2,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,5,4,2,2,4,4,4,4,4,2,2,3,2,1,2,2,2,2,2,1,1,1,2,2,3,2,1,1,3,3,6,NA,1,NA
2910,1002,0,1,5,2,1,2,1,1,2,1,NA,NA,5,NA,NA,NA,NA,NA,2,250,NA,"Ich bin nicht sicher, ob die Daten wirklich sicher sind und ob die App keinen Schaden an meinem Smartphone anrichtet.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,2,1,1,1,2,2,1,3,4,2,3,4,4,3,3,3,2,2,2,1,1,2,2,2,2,2,2,2,2,3,4,4,2,2,2,3,2,4,NA,7,NA
2913,669,1,2,3,8,1,2,1,2,1,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,5,3,3,4,4,4,2,3,3,1,2,3,1,1,4,2,2,2,1,1,1,1,2,3,4,3,2,2,4,3,6,NA,5,NA
2914,716,1,2,4,10,1,NA,1,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,NA,1,"Man lebt in der heutigen Welt durch Internetnutzung, Apps, Payback etc. so durchsichtig, dass ich nicht möchte, dass Fremde Leute  auf meine Fotos, internetanfragen, Telefonnummern, Konsumverhalten etc. zugreifen können.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,4,3,2,2,4,4,1,2,2,1,2,1,2,1,4,1,1,1,1,1,1,1,4,4,4,3,3,3,4,4,4,NA,4,NA
2915,929,0,1,4,8,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,2,NA,1,1,1,1,1,1,1,1,1,1,2,2,1,5,4,2,3,3,4,2,2,1,2,1,2,2,1,3,1,2,1,2,1,1,1,3,3,3,3,2,2,4,4,4,NA,7,NA
2916,310,0,1,4,1,1,2,1,2,2,2,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,2,NA,1,2,1,1,1,1,2,1,2,1,2,1,1,4,5,1,2,5,5,2,4,3,1,2,2,2,1,3,2,2,2,2,2,2,1,2,2,3,2,2,2,3,2,6,NA,9,NA
2917,570,1,1,2,5,1,2,1,2,2,1,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,1,0,0,0,1,0,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,2,2,1,1,2,1,1,4,4,3,4,3,4,3,3,4,3,2,2,1,2,2,2,2,2,2,2,2,1,2,3,3,3,4,3,3,4,1,NA,3,NA
2918,423,0,1,6,3,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,"fühle mich zu sehr gebunden und überwacht",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,2,1,1,2,2,1,1,2,2,1,1,4,5,1,1,5,5,3,3,3,2,3,3,3,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,NA,3,NA
2919,600,1,1,6,11,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,0,1,1,2,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,2,3,4,4,3,4,3,2,1,3,2,1,3,2,2,2,1,1,1,1,1,3,3,3,2,1,3,3,5,NA,9,NA
2920,241,0,1,3,6,1,1,1,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,2,500,NA,"Datenschutzbedenken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,2,1,2,2,2,2,2,2,2,2,1,4,3,2,3,4,4,3,3,3,2,2,3,2,2,3,2,2,2,1,1,1,2,3,3,3,3,3,3,3,3,6,NA,10,NA
2921,919,0,1,6,1,1,2,1,2,2,2,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1,"Ich lade prinzipiell keine Apps mit nicht nachvollziehbarem Grund herunter um nicht unnötig Speicherplatz zu verschwenden und nervige Downloads zu bekommen.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,4,4,1,4,5,5,3,3,2,3,2,3,3,2,2,2,1,2,2,1,1,1,2,4,4,4,4,4,3,2,4,NA,4,NA
2922,879,0,1,6,2,1,2,1,2,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,5,4,1,5,3,3,1,3,3,3,3,4,3,2,3,2,2,2,1,2,2,2,1,3,3,1,1,2,2,2,6,NA,11,NA
2923,697,0,2,6,10,1,2,1,1,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,4,4,1,2,5,5,3,3,3,3,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,3,NA,5,NA
2924,501,0,1,6,6,1,1,1,2,2,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"das ist zu privat, trotz Zusicherung des Datenschutzes habe ich damit kein gutes Gefühl, sorry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,4,4,1,2,4,4,2,2,2,2,1,2,2,1,3,2,2,2,2,2,1,1,2,3,4,3,4,4,4,4,4,NA,5,NA
2925,316,1,2,3,7,1,2,1,1,2,2,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,2,3,3,3,1,1,3,1,3,1,3,2,3,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,4,NA,4,NA
2926,269,1,1,3,9,1,2,1,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,4,3,3,4,3,4,2,2,3,2,3,3,3,3,3,1,1,2,2,1,2,1,3,2,2,4,1,3,2,2,4,NA,7,NA
2927,571,1,1,3,3,1,2,1,1,2,1,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,5,3,2,3,4,3,2,2,3,2,2,3,2,2,2,2,2,2,2,1,1,2,2,2,3,2,2,2,4,2,4,NA,5,NA
2928,646,0,2,3,9,1,2,1,2,2,1,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,3,1,1,1,1,2,2,2,1,1,2,1,2,5,5,2,2,5,5,3,4,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,1,6,NA,5,NA
2929,402,1,1,5,13,1,1,1,1,2,1,NA,NA,NA,NA,NA,5,NA,NA,2,50,1,"IPHONE ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,3,3,3,3,3,5,2,3,3,2,3,4,4,3,3,1,2,2,2,2,2,1,2,2,2,4,3,3,4,3,6,NA,9,NA
2930,1333,0,2,5,3,1,2,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,500,NA,"ich würde mich überwacht fühlen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,2,2,2,1,1,2,1,2,5,3,1,1,4,3,3,3,2,2,3,3,3,1,3,1,2,2,2,1,1,1,3,4,4,2,4,4,4,4,4,NA,5,NA
2931,422,1,2,4,7,1,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,5,5,1,1,5,5,1,1,1,4,1,1,4,2,3,2,2,2,2,1,1,2,1,1,1,1,4,4,4,4,5,NA,12,"Verkäuferin"
2932,504,0,2,5,12,1,2,1,2,2,2,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,2,NA,3,1,2,1,2,2,2,2,2,2,2,1,2,5,3,2,4,3,3,3,2,3,4,2,3,3,2,3,2,2,2,2,2,2,2,2,3,2,2,3,4,3,2,6,NA,9,NA
2933,674,0,2,5,2,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,2,1,1,0,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,2,2,1,1,1,1,2,1,1,4,4,1,1,4,4,3,3,2,2,3,2,3,2,4,2,2,2,1,1,1,2,3,3,4,2,2,2,3,2,5,NA,8,NA
2935,879,0,2,5,9,1,2,NA,1,2,2,NA,NA,NA,0,NA,NA,NA,NA,2,NA,1,"Weil ich keine unbekannten APPS auf mein Handy runter laden möchte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,2,2,2,2,2,2,2,2,3,4,3,5,4,4,2,2,3,3,2,1,1,2,3,2,1,1,2,1,1,1,4,4,4,4,3,3,3,3,5,NA,7,NA
2936,476,1,2,4,10,1,2,1,2,1,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,3,5,5,3,3,2,3,3,2,3,3,2,1,2,NA,2,1,1,1,2,2,3,3,3,2,1,3,5,NA,4,NA
2937,374,2,2,3,3,1,1,1,1,1,1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,4,4,NA,4,4,4,4,4,4,3,2,2,2,2,2,2,2,3,4,3,3,3,4,3,3,5,NA,8,NA
2938,882,0,2,4,9,1,2,1,2,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,2,2,2,2,1,2,2,2,1,3,4,2,1,4,5,3,2,4,3,3,2,4,2,2,2,2,2,2,2,2,2,1,2,3,2,4,1,2,1,4,NA,3,NA
2939,268,0,2,5,14,1,1,1,1,2,2,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,2,2,2,2,2,2,2,2,2,1,1,2,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,4,NA,4,NA
2940,433,0,1,2,4,1,2,1,1,2,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,5,4,NA,4,4,4,3,4,4,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,6,NA,10,NA
2941,3554,0,2,4,11,1,2,1,1,2,1,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,5,5,4,4,4,3,3,3,3,3,3,1,1,2,2,1,1,2,1,1,3,1,1,1,3,2,6,NA,3,NA
2942,441,1,2,2,2,1,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,2,1,1,1,2,1,5,4,2,3,4,4,3,2,4,2,2,3,2,2,3,1,2,2,1,1,1,1,1,3,4,3,2,2,2,1,1,NA,1,NA
2943,376,2,2,3,7,1,1,1,1,NA,1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1,1,0,1,2,NA,2,1,NA,1,1,NA,NA,1,NA,1,1,1,NA,4,5,2,4,3,5,3,2,3,2,1,1,1,1,3,2,2,2,2,2,2,2,2,3,2,4,2,3,2,3,4,NA,6,NA
2944,388,1,2,4,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,5,5,1,5,5,5,3,4,4,2,3,3,2,2,3,2,2,2,1,1,2,1,2,3,2,3,1,1,1,1,6,NA,10,NA
2945,2968,2,1,7,1,1,2,1,1,2,2,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,2,2,2,2,1,1,1,2,1,4,4,1,4,5,5,3,4,2,1,2,1,2,1,3,1,1,1,2,1,1,1,2,2,3,1,1,1,1,1,3,NA,4,NA
2946,784,0,1,7,3,1,2,1,1,2,2,NA,NA,NA,NA,0,NA,NA,NA,2,NA,1,"Datenschutz und Privatspäre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,2,2,2,2,1,1,1,1,2,3,4,1,3,4,4,3,3,2,2,2,3,2,2,3,1,1,1,2,1,1,1,3,3,3,2,2,2,3,2,6,NA,11,NA
2947,NA,0,1,3,7,1,1,1,1,1,2,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,1,NA,NA,NA,NA,NA,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,NA,10,NA
2948,820,1,1,3,9,1,2,1,1,2,2,NA,NA,2,NA,NA,NA,NA,NA,2,400,NA,"Zu lang",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,3,4,5,2,2,1,1,2,3,3,2,2,2,2,1,2,2,1,1,2,3,2,2,4,2,4,1,6,NA,1,NA
2949,627,2,1,3,5,1,1,2,1,2,5,0,NA,NA,NA,NA,NA,NA,NA,2,NA,1,"Die Gefahr des Datenmißbrauchs ist trotz Bekundungen dies nicht zu tun  gegeben.  Deshalb werde ich an dieser Forschungsstudie teilnehmen.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,2,2,1,1,1,2,1,4,3,2,3,4,4,2,1,1,3,2,1,1,1,4,2,1,1,1,1,1,1,2,3,4,2,2,4,4,2,4,NA,3,NA
2950,744,1,2,4,8,1,NA,1,1,2,1,NA,NA,NA,NA,5,NA,NA,NA,2,250,NA,"Es werden zu viele private Daten preisgegeben. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,5,4,2,2,4,3,3,3,3,1,2,2,2,1,3,2,2,2,2,1,1,1,2,3,3,2,2,3,3,3,4,NA,4,NA
2951,395,0,1,3,6,1,2,1,2,2,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,5,5,4,4,4,2,2,4,3,2,3,1,2,2,1,1,1,1,3,3,3,3,3,3,4,3,4,NA,7,NA
2953,186,0,1,4,10,1,2,2,2,NA,1,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,1,0,1,2,1,1,2,2,2,1,2,2,1,2,1,2,2,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,NA,5,NA
2954,1026,1,2,4,14,1,2,1,2,2,2,NA,NA,NA,NA,3,NA,NA,NA,2,NA,1,"kein Interesse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,1,1,1,2,1,1,2,2,2,1,2,2,4,3,3,3,4,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,4,NA,4,NA
2955,743,0,2,5,10,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,5,5,1,1,5,5,4,4,3,4,3,3,3,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,NA,4,NA
2956,274,2,2,5,9,1,2,2,1,1,1,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,1,0,2,NA,2,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,3,3,2,3,2,2,2,2,3,2,2,2,2,2,1,2,2,2,3,3,4,2,2,2,3,2,4,NA,4,NA
2957,753,0,1,7,2,1,2,1,2,2,88,NA,0,NA,NA,NA,NA,NA,NA,2,NA,1,"weil ich zeitlich gebunden bin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,2,2,1,2,2,2,2,2,1,2,1,2,1,3,3,4,4,3,3,3,4,2,2,2,2,2,2,2,2,2,2,1,1,1,4,3,3,3,3,3,2,3,3,NA,5,NA
2958,644,0,1,4,2,1,2,1,1,2,2,NA,3,NA,NA,NA,NA,NA,NA,2,150,NA,"Da ich mir nicht sicher bin was für Daten von meinem Smartphone erfasst werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,2,1,1,1,2,2,1,1,1,1,1,5,4,1,2,5,5,3,3,3,3,2,3,3,2,2,2,2,2,2,1,1,1,1,3,3,3,3,2,3,3,4,NA,4,NA
2959,745,2,2,7,6,1,1,1,1,1,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,2,1,5,4,1,3,4,4,4,4,3,3,3,3,3,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,6,NA,12,"Meister"
2960,282,2,1,4,7,1,2,1,1,2,2,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,1,NA,NA,NA,NA,NA,2,NA,3,1,2,1,1,1,2,2,1,1,2,2,1,4,4,1,4,5,4,3,4,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,NA,4,NA
2961,190,0,1,3,3,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,1,1,1,2,1,1,1,1,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,5,NA,5,NA
2962,408,0,2,4,15,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,1,1,1,1,2,1,1,1,1,1,2,4,3,2,2,4,4,4,4,4,3,3,4,3,3,2,2,2,2,2,1,2,2,2,3,3,3,4,2,3,2,4,NA,4,NA
2963,NA,3,1,5,1,1,2,1,2,2,2,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,2,NA,2,1,2,1,1,2,2,1,1,1,2,1,1,3,3,2,2,4,4,3,3,1,2,2,3,1,2,2,1,1,1,2,1,1,1,2,3,3,4,4,2,2,2,7,"Berufsausbildung ",12,NA
2964,519,1,2,4,6,1,2,1,1,1,1,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,3,4,4,3,3,2,3,3,1,3,1,3,2,2,2,1,1,1,1,2,2,3,2,1,1,1,1,6,NA,10,NA
2965,606,0,2,3,2,1,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,2,250,NA,"würde keine App installieren, die zur Beantwortung der Umfrage notwendig ist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,1,1,1,2,2,2,1,2,2,2,2,3,4,2,2,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,NA,4,NA
2967,449,2,1,6,4,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,5,5,4,4,4,3,1,2,2,2,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,5,NA,6,NA
2968,2054,1,2,3,10,1,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,5,1,4,5,5,4,3,2,2,3,3,3,2,3,1,2,1,2,1,1,1,2,2,3,4,3,3,3,3,4,NA,1,NA
2969,1558,0,1,5,15,1,2,1,2,2,2,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,3,1,2,1,2,1,1,1,1,1,1,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,3,3,3,3,2,3,2,3,3,NA,5,NA
2970,552,0,1,5,13,1,2,1,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,500,NA,"will kein gläserner Mensch sein. Will meine Privatsphäre nicht aufgeben",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,2,2,1,1,2,2,1,5,5,1,2,5,5,4,4,4,3,3,3,4,3,3,2,2,2,2,1,1,1,1,1,4,1,1,1,3,1,6,NA,11,NA
2971,1111,2,1,5,10,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,1,1,1,0,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,4,1,3,5,5,2,3,3,2,1,3,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,4,NA,4,NA
